Date,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Daging Ayam,Daging Ayam Ras Segar (kg),Daging Sapi,Daging Sapi Kualitas 1 (kg),Daging Sapi Kualitas 2 (kg),Telur Ayam,Telur Ayam Ras Segar(kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg),Minyak Goreng,Minyak Goreng Curah (kg),Minyak Goreng Kemasan Bermerk 1 (kg),Minyak Goreng Kemasan Bermerk 2 (kg),Gula Pasir,Gula Pasir Kualitas Premium (kg),Gula Pasir Lokal (kg)
12/03/2019,11850,10800,10400,11900,11800,13150,12750,32200,32200,116400,119950,111300,23800,23800,32550,32550,28600,28600,28550,31200,26950,35150,32500,38400,13200,11300,14300,13650,13200,14750,12000
13/03/2019,11850,10750,10400,11900,11750,13150,12750,32250,32250,116400,119950,111250,23750,23750,32800,32800,29050,29050,28200,30150,27350,35200,31900,38650,13150,11300,14300,13650,13250,14750,12000
14/03/2019,11850,10750,10400,11900,11750,13100,12750,32300,32300,116400,119950,111250,23750,23750,32950,32950,29350,29350,28400,30500,27600,35700,32800,39200,13150,11300,14300,13650,13250,14750,12050
15/03/2019,11850,10750,10400,11900,11750,13150,12750,32400,32400,116400,119950,111250,23800,23800,33050,33050,29950,29950,28500,30700,27700,35700,32200,39100,13150,11300,14300,13650,13250,14750,12000
18/03/2019,11850,10750,10400,11900,11700,13100,12750,32550,32550,116400,119950,111250,23750,23750,33650,33650,30900,30900,29200,31050,28250,35900,32450,39750,13150,11300,14300,13650,13250,14750,12050
19/03/2019,11850,10750,10400,11900,11700,13100,12750,32600,32600,116400,119950,111250,23800,23800,33700,33700,31300,31300,29150,31200,28000,35850,33000,39000,13150,11300,14300,13650,13250,14750,12050
20/03/2019,11800,10750,10450,11800,11650,13100,12750,32450,32450,116550,120200,111250,23500,23500,33650,33650,31300,31300,28650,31000,27600,35250,33050,37500,13100,11250,14250,13650,13200,14700,12000
21/03/2019,11850,10750,10400,11900,11700,13100,12750,32500,32500,116400,119950,111250,23700,23700,33750,33750,31450,31450,29300,31350,28300,35750,32900,38700,13150,11300,14300,13650,13250,14750,12050
22/03/2019,11850,10750,10400,11900,11700,13100,12750,32550,32550,116400,119950,111250,23700,23700,33950,33950,31550,31550,29450,31500,28450,35650,32850,38500,13200,11300,14300,13650,13250,14750,12050
25/03/2019,11800,10750,10400,11900,11700,13100,12750,32500,32500,116400,119950,111250,23750,23750,35900,35900,32200,32200,29950,32350,28450,35550,32850,38300,13150,11300,14300,13650,13250,14750,12050
26/03/2019,11800,10750,10400,11850,11700,13050,12700,32450,32450,116450,119900,111450,23850,23850,36150,36150,32350,32350,29850,32150,28450,35400,32850,37900,13150,11300,14300,13650,13250,14750,12050
27/03/2019,11800,10750,10400,11850,11700,13050,12700,32250,32250,116300,119900,111150,23850,23850,36500,36500,32450,32450,29950,32250,28550,35100,32600,37650,13150,11300,14300,13650,13250,14750,12050
28/03/2019,11800,10750,10400,11850,11650,13050,12700,32300,32300,116350,119950,111200,23850,23850,36850,36850,32800,32800,30150,32250,28900,35000,32650,37400,13150,11300,14300,13650,13250,14750,12050
29/03/2019,11800,10750,10400,11850,11700,13100,12700,32150,32150,116300,119950,111100,23850,23850,37050,37050,33150,33150,30150,32200,29000,35400,32700,38100,13200,11300,14300,13700,13250,14800,12050
01/04/2019,11750,10700,10350,11850,11650,13050,12700,32000,32000,116300,119900,111200,23900,23900,37600,37600,34950,34950,29700,31600,28400,35100,32150,38000,13150,11300,14300,13650,13250,14750,12100
02/04/2019,11750,10700,10350,11850,11650,13050,12700,32050,32050,116400,119950,111300,23850,23850,38000,38000,35650,35650,29700,31850,28250,34750,32150,37000,13150,11250,14250,13650,13250,14750,12100
04/04/2019,11750,10700,10350,11850,11650,13050,12700,32000,32000,116300,119850,111100,23850,23850,38350,38350,36400,36400,30700,32800,28950,35000,32300,37450,13150,11250,14300,13650,13250,14750,12100
05/04/2019,11750,10700,10350,11800,11600,13050,12650,32000,32000,116250,119800,111100,23900,23900,38550,38550,36650,36650,31050,33000,29250,35100,32300,37800,13150,11250,14300,13650,13300,14750,12100
08/04/2019,11750,10700,10350,11800,11600,13050,12650,32150,32150,116300,119800,111150,23900,23900,39000,39000,37200,37200,31750,33800,30000,35850,33000,38700,13150,11250,14300,13650,13250,14750,12100
09/04/2019,11750,10700,10350,11800,11600,13050,12650,32200,32200,116350,119800,111350,23950,23950,39250,39250,37550,37550,31750,34000,29850,36050,33200,38950,13150,11250,14300,13650,13300,14750,12100
10/04/2019,11750,10700,10350,11800,11600,13050,12650,32300,32300,116350,119800,111350,24050,24050,39400,39400,38000,38000,31800,33950,30000,35900,33450,38300,13150,11250,14300,13650,13300,14750,12100
11/04/2019,11750,10700,10350,11800,11600,13000,12650,32500,32500,116350,119800,111350,24050,24050,39600,39600,38200,38200,31700,34250,29600,35750,33600,37800,13150,11250,14300,13650,13300,14750,12100
12/04/2019,11750,10700,10300,11750,11600,13000,12650,32800,32800,116350,119800,111350,24100,24100,39850,39850,38650,38650,31850,34450,29700,36000,33450,38350,13150,11250,14300,13650,13300,14750,12100
15/04/2019,11700,10650,10300,11750,11600,13000,12650,33100,33100,116300,119750,111250,24150,24150,40800,40800,41800,41800,32300,35100,30150,36300,33900,38250,13150,11250,14300,13600,13250,14800,12150
16/04/2019,11700,10650,10300,11750,11550,13000,12650,33300,33300,116300,119750,111250,24100,24100,40850,40850,42850,42850,32250,35100,30050,36050,33850,37850,13150,11250,14300,13600,13300,14750,12150
17/04/2019,12600,11800,10850,12700,12550,14000,13250,35100,35100,120650,120650,111250,27250,27250,39750,39750,42600,42600,26100,25900,26900,39300,40700,31650,13450,11550,14850,13950,13450,15650,12350
18/04/2019,11800,10750,10400,11850,11600,13050,12700,33750,33750,116500,120100,111250,24350,24350,41550,41550,44300,44300,33150,36050,30950,39800,36300,43450,13150,11300,14300,13600,13350,14800,12150
22/04/2019,11700,10650,10300,11750,11550,13000,12600,34200,34200,116450,119900,111350,24300,24300,41400,41400,46900,46900,35400,37700,33200,41650,37500,44500,13150,11250,14300,13600,13300,14800,12150
23/04/2019,11700,10650,10300,11750,11550,13000,12600,34500,34500,116500,119950,111400,24400,24400,41550,41550,47300,47300,35850,37900,33950,41350,38150,43600,13150,11250,14300,13600,13300,14800,12150
24/04/2019,11700,10650,10300,11750,11550,13000,12600,34900,34900,116500,119950,111400,24350,24350,41500,41500,47350,47350,35200,37750,33400,40550,37600,42500,13150,11250,14300,13600,13300,14800,12150
25/04/2019,11700,10650,10300,11750,11550,13000,12600,35050,35050,116550,120000,111500,24350,24350,41600,41600,47850,47850,35150,37600,33400,40650,37950,42650,13150,11300,14300,13600,13300,14800,12150
26/04/2019,11700,10650,10300,11750,11550,13000,12600,35250,35250,116550,120000,111500,24400,24400,41500,41500,48000,48000,35350,37600,33600,40350,37500,42100,13150,11300,14300,13600,13300,14800,12200
29/04/2019,11700,10650,10300,11750,11550,13000,12600,35700,35700,116650,120100,111500,24900,24900,41150,41150,49000,49000,35250,37300,33750,40100,36600,42900,13150,11300,14300,13600,13350,14800,12300
30/04/2019,11700,10650,10250,11750,11550,13000,12600,35750,35750,116700,120200,111600,25050,25050,41000,41000,49700,49700,35250,37550,33650,41150,37200,44650,13150,11300,14300,13600,13450,14800,12400
02/05/2019,11700,10650,10250,11750,11550,13000,12600,35950,35950,117150,120500,112000,25550,25550,40350,40350,53950,53950,36600,38700,35350,41250,37350,44800,13150,11300,14300,13600,13500,14850,12500
03/05/2019,11700,10650,10250,11750,11550,12950,12600,36200,36200,117350,120750,112200,25550,25550,40100,40100,56450,56450,37800,39550,36550,40900,37400,44150,13150,11300,14300,13650,13500,14850,12550
06/05/2019,11700,10650,10250,11750,11550,13000,12600,36650,36650,117550,120850,112050,25800,25800,39400,39400,64100,64100,40600,41750,39800,44200,39700,48400,13150,11300,14300,13650,13600,14900,12700
07/05/2019,11700,10650,10250,11750,11550,13000,12600,36550,36550,117300,120700,111900,25950,25950,39050,39050,63700,63700,41950,42650,41100,45550,41050,49300,13150,11300,14300,13650,13650,14900,12750
08/05/2019,11700,10650,10250,11750,11550,13000,12600,36250,36250,117350,120750,112350,26000,26000,38800,38800,61350,61350,42300,43150,41450,45800,41650,49700,13150,11300,14300,13600,13650,14900,12750
09/05/2019,11700,10650,10250,11750,11550,13000,12600,36150,36150,117250,120650,112150,25950,25950,38650,38650,59450,59450,42700,43400,41850,45550,41450,49200,13150,11300,14300,13600,13700,14950,12800
10/05/2019,11700,10600,10300,11750,11550,13100,12700,35950,35950,117450,120950,112250,25750,25750,38600,38600,58650,58650,42050,43800,40900,44600,41450,47550,13100,11250,14250,13600,13700,14900,12800
13/05/2019,11700,10650,10250,11800,11550,13000,12600,35400,35400,117350,120800,112200,26000,26000,37500,37500,55250,55250,39950,41450,38700,41850,38400,44650,13150,11350,14300,13600,13750,14950,12850
14/05/2019,11700,10650,10250,11750,11550,13000,12600,35200,35200,117350,120800,112200,26050,26050,37350,37350,53450,53450,39200,40900,37800,41100,37250,44300,13150,11350,14300,13600,13750,14950,12900
15/05/2019,11700,10650,10250,11800,11550,13050,12650,34850,34850,117600,121000,112500,26050,26050,37300,37300,51750,51750,38350,39850,37050,41100,37550,44000,13150,11350,14300,13600,13800,15000,12900
16/05/2019,11700,10650,10250,11750,11550,13000,12600,34650,34650,117250,120750,112150,26000,26000,36500,36500,50100,50100,37250,39100,35700,39850,36500,42300,13150,11350,14300,13600,13800,14950,12900
17/05/2019,11700,10650,10250,11750,11550,13000,12600,34600,34600,117350,120850,112250,25950,25950,36300,36300,49050,49050,37000,39450,35200,39000,35950,41300,13250,11350,14400,13700,13800,14950,12900
20/05/2019,11700,10600,10250,11750,11550,13000,12600,34200,34200,117300,120800,112100,26000,26000,35450,35450,45200,45200,36800,38800,35000,40350,37250,42650,13150,11300,14250,13600,13800,14950,12950
21/05/2019,11700,10600,10250,11750,11550,13000,12600,34100,34100,117250,120700,112150,25900,25900,35500,35500,44550,44550,36350,38550,34550,40000,37100,42300,13150,11250,14250,13600,13850,15000,12950
22/05/2019,11700,10600,10250,11750,11550,13000,12600,34100,34100,117300,120800,112150,25900,25900,35350,35350,43550,43550,36000,37850,34450,39250,36550,41450,13150,11250,14250,13600,13850,15000,12950
23/05/2019,11700,10600,10250,11750,11550,13000,12600,34150,34150,117400,120950,112250,25900,25900,35200,35200,42500,42500,36250,38150,34800,38850,36300,40600,13150,11250,14250,13600,13850,15000,13000
24/05/2019,11700,10600,10250,11750,11500,13000,12600,34250,34250,117350,120900,112250,25850,25850,35250,35250,41950,41950,36500,38350,34900,38850,36250,40850,13150,11250,14300,13600,13850,15000,13000
27/05/2019,11700,10600,10250,11750,11550,13000,12600,34650,34650,117600,121150,112400,25750,25750,35450,35450,41350,41350,38400,40000,36700,39100,37000,41300,13150,11250,14300,13600,13850,15000,13000
28/05/2019,11650,10600,10250,11650,11450,13000,12600,34700,34700,118100,121750,112850,25400,25400,35600,35600,41050,41050,39150,41050,37400,38700,36850,40800,13050,11200,14200,13550,13850,14950,13000
29/05/2019,11700,10600,10250,11750,11550,13000,12600,35200,35200,118300,122100,112650,25650,25650,35950,35950,41550,41550,40500,42550,38750,39550,37850,41150,13200,11300,14400,13700,13900,15050,13000
31/05/2019,11700,10600,10250,11750,11550,13000,12550,35800,35800,119350,122900,113700,25700,25700,36650,36650,41450,41450,44050,46000,42200,39150,37750,40350,13150,11250,14300,13600,13900,15050,13000
03/06/2019,11700,10600,10250,11750,11550,13000,12600,37350,37350,124850,128450,119150,25650,25650,38200,38200,41900,41900,58250,60200,55950,43550,41450,46050,13150,11250,14300,13600,13900,15050,13050
04/06/2019,11700,10600,10250,11750,11550,13000,12600,38500,38500,126350,130000,120200,25700,25700,38900,38900,42400,42400,63600,65000,61850,46000,43550,48400,13150,11250,14300,13600,13900,15050,13050
05/06/2019,11700,10600,10250,11750,11550,13000,12600,38500,38500,126350,130000,120200,25700,25700,38900,38900,42400,42400,63600,65000,61850,46000,43550,48400,13150,11250,14300,13600,13900,15050,13050
06/06/2019,13100,12500,11000,13250,13250,14000,13500,40000,40000,130000,130000,119150,38000,38000,53750,53750,67500,67500,38750,40000,37500,62500,57500,75000,15100,13000,16500,15750,14400,17500,13000
07/06/2019,11500,10550,10100,11400,11550,12650,12300,39250,39250,119000,120750,106250,28650,28650,43350,43350,47550,47550,57250,55750,55750,42100,43150,43650,13450,11300,14650,14400,14300,15750,13200
10/06/2019,11700,10600,10250,11750,11550,13000,12600,37150,37150,120100,123750,114550,25450,25450,38550,38550,41600,41600,52250,51900,50950,43950,42300,45400,13100,11250,14250,13550,13900,15000,13050
11/06/2019,11700,10650,10250,11750,11550,13000,12600,36650,36650,119350,122950,114050,25350,25350,38700,38700,41500,41500,50800,50000,49600,42700,42100,42150,13150,11250,14300,13550,13900,15050,13050
12/06/2019,11650,10600,10250,11700,11450,13000,12650,36250,36250,119250,123000,113800,25000,25000,38700,38700,41700,41700,48550,49400,47450,41000,40750,39900,13050,11200,14200,13550,13850,14900,13050
13/06/2019,11700,10650,10250,11750,11550,13000,12650,35950,35950,118750,122300,113500,25250,25250,39050,39050,41850,41850,49750,48150,48850,40200,39750,39350,13150,11250,14300,13550,13900,15000,13050
14/06/2019,11700,10650,10250,11750,11550,13000,12600,35650,35650,118550,122150,113250,25150,25150,39100,39100,41950,41950,50500,49250,49700,40200,39450,39650,13150,11250,14300,13550,13900,15000,13050
17/06/2019,11700,10650,10250,11750,11550,13050,12650,34550,34550,118450,122000,113100,25000,25000,39500,39500,41550,41550,50150,48200,49700,39550,38600,39600,13150,11250,14300,13600,13850,15000,13050
18/06/2019,11700,10650,10250,11800,11600,13050,12650,34300,34300,118400,121950,113050,25000,25000,39500,39500,41450,41450,49650,48100,49550,39100,38100,38900,13150,11250,14250,13650,13850,14950,13000
19/06/2019,11700,10650,10250,11800,11600,13050,12650,34200,34200,118400,121950,113050,24900,24900,39400,39400,41350,41350,49650,48500,49500,39550,39000,39000,13150,11250,14250,13650,13850,15000,13000
20/06/2019,11700,10650,10250,11800,11600,13050,12650,34150,34150,118400,121950,113050,24800,24800,39450,39450,41200,41200,49950,49050,49550,40100,39100,39850,13150,11250,14350,13650,13850,15000,13000
21/06/2019,11700,10650,10250,11800,11600,13050,12650,33950,33950,118400,121950,113000,24750,24750,39200,39200,41150,41150,51300,50350,51300,41150,40400,40750,13150,11250,14350,13650,13850,15000,13000
24/06/2019,11700,10650,10250,11800,11600,13050,12650,33300,33300,118350,121900,112950,24850,24850,39200,39200,40600,40600,52750,53000,52200,42650,42200,41550,13150,11200,14350,13650,13850,15000,13000
25/06/2019,11700,10650,10250,11800,11600,13050,12600,33050,33050,118200,121750,112850,24950,24950,39150,39150,40650,40650,53100,52600,52550,42600,42300,41500,13150,11200,14350,13600,13850,15000,13000
26/06/2019,11700,10650,10250,11800,11600,13050,12650,32850,32850,118300,121800,112850,24900,24900,38850,38850,40500,40500,53800,53400,52900,42550,42350,40950,13150,11200,14350,13600,13850,15000,13000
27/06/2019,11700,10650,10250,11800,11600,13050,12600,32750,32750,118200,121750,112800,24950,24950,38850,38850,40350,40350,53850,53700,53150,42800,42700,41050,13150,11200,14350,13600,13850,15000,13000
28/06/2019,11700,10650,10250,11800,11600,13050,12600,32650,32650,118150,121750,112750,24850,24850,38550,38550,40150,40150,54400,54550,53700,43800,43850,42100,13150,11200,14350,13600,13850,15000,13000
01/07/2019,11700,10650,10250,11750,11600,13050,12600,32550,32550,118100,121600,112650,24950,24950,37400,37400,39350,39350,55050,54750,54800,46100,46100,44200,13150,11200,14300,13600,13850,15000,13000
02/07/2019,11700,10650,10250,11750,11600,13050,12650,32550,32550,117900,121500,112600,24900,24900,37100,37100,39200,39200,55350,55200,54800,47400,47400,45350,13100,11200,14300,13600,13850,15000,13000
03/07/2019,11700,10650,10250,11750,11600,13050,12650,32850,32850,117900,121500,112700,24900,24900,37100,37100,39050,39050,56150,56050,55850,49500,48900,48400,13100,11200,14300,13600,13850,15000,13000
04/07/2019,11750,10700,10300,11800,11650,13100,12700,33450,33450,118200,121850,112850,25000,25000,36900,36900,38850,38850,57850,56850,57700,52400,50650,51800,13150,11200,14350,13600,13850,15000,13000
05/07/2019,11700,10650,10250,11750,11600,13050,12650,33500,33500,117750,121300,112600,24900,24900,36600,36600,38800,38800,57300,56250,57150,52650,51450,52100,13100,11200,14300,13600,13850,15000,13000
08/07/2019,11700,10650,10250,11800,11600,13000,12650,34350,34350,117450,120950,112300,24900,24900,35900,35900,38350,38350,58350,56700,58150,54500,52750,54100,13100,11200,14300,13600,13850,15000,13000
09/07/2019,11700,10650,10250,11800,11600,13050,12650,34800,34800,117750,121300,112600,24900,24900,35950,35950,38100,38100,58450,56400,58400,55050,53150,55300,13100,11200,14300,13600,13850,15000,13000
10/07/2019,11700,10650,10250,11800,11600,13050,12650,35300,35300,117750,121250,112600,24950,24950,35650,35650,37900,37900,58150,56150,58250,55800,53950,56300,13100,11150,14300,13600,13850,15000,13000
11/07/2019,11700,10650,10250,11800,11600,13050,12650,35500,35500,117750,121300,112650,24800,24800,35000,35000,37550,37550,58000,56050,58200,56750,54900,57000,13100,11150,14300,13600,13850,15000,13000
12/07/2019,11700,10650,10250,11800,11600,13050,12650,35800,35800,117700,121200,112600,24800,24800,34850,34850,37400,37400,58450,56550,58750,56900,54850,57900,13100,11150,14300,13600,13850,15000,13000
15/07/2019,11700,10650,10250,11800,11600,13050,12650,36550,36550,117550,121050,112700,24750,24750,34650,34650,37450,37450,60000,58350,60450,60600,57150,63100,13100,11150,14300,13600,13850,15000,12950
16/07/2019,11700,10650,10250,11800,11600,13050,12650,36350,36350,117650,121000,112600,24700,24700,34350,34350,37350,37350,60150,58150,60750,61000,57350,63100,13100,11150,14300,13600,13850,15000,13000
17/07/2019,11700,10650,10250,11800,11600,13050,12650,36500,36500,117750,121100,112650,24700,24700,34250,34250,37150,37150,59650,57600,60600,61250,57700,63950,13100,11150,14300,13600,13850,15000,13000
18/07/2019,11700,10650,10250,11800,11600,13050,12650,36500,36500,117700,121200,112750,24750,24750,33950,33950,36900,36900,59350,57750,60000,62000,58350,65050,13100,11150,14300,13600,13850,15000,13000
19/07/2019,11750,10700,10300,11850,11650,13100,12700,36700,36700,117950,121550,112850,24800,24800,33850,33850,36950,36950,59850,58200,60650,63100,58350,67050,13100,11150,14300,13600,13850,15000,13000
22/07/2019,11700,10650,10250,11800,11600,13050,12600,35850,35850,117800,121300,112800,24750,24750,33400,33400,36650,36650,59150,56500,60500,63450,58850,68400,13100,11150,14300,13600,13850,15000,12950
